library_id,title,cycle,sub_process_id,sub_process,risk_factor,risk_name,risk_description,risk_category,risk_attr_financial,risk_attr_operations,risk_attr_compliance,romm_classification,significant_account,assertions,control_objective,control_activity,frequency,responsible_unit,iuc_or_system,related_system,related_policy,related_law,related_document,related_document_pbc_ids,company_status,design_gap_note,effectiveness,residual_risk,improvement,nature,approach,type,inputs,review_steps,outputs,investigation_threshold,dependent_controls,detailed_description,summary_description,control_id,tags,updated_at
PL-CA102-3,記錄之會計分錄應經獨立覆核、驗證其有效性並核准。,財務報導循環,CA-102,帳務管理作業,會計準則及政策遵循,會計準則及政策遵循,無法監督與落實準則,遵循面,,,[法令遵循] 無法監督與落實準則,,,,記錄之會計分錄應經獨立覆核、驗證其有效性並核准。,會計分錄應依據取得之合法憑證編列，且相關憑證及會計傳票應經權責人員審核入帳之正確性。相關入帳資訊及憑證應依法留存。,不定期,會計單位,ERP系統,ERP系統,"1. 會計制度
2. 核決權限管理規範",商業會計法,"1. 核決權限管理規範
2. 入帳傳票",,,,,,,人工,預防性 (Preventive),,,,"1. 核決權限管理規範
2. 入帳傳票",,,"就公司現行財務報導循環作業，為因應「會計準則及政策遵循」風險——無法監督與落實準則（風險三大屬性—財務報導：（未填）；營運：（未填）；法令遵循：[法令遵循] 無法監督與落實準則；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「記錄之會計分錄應經獨立覆核、驗證其有效性並核准。」。由會計單位以人工方式、採預防性控制取向、屬（類型未填）類型，依不定期執行下列控制活動：會計分錄應依據取得之合法憑證編列，且相關憑證及會計傳票應經權責人員審核入帳之正確性。相關入帳資訊及憑證應依法留存。。控制執行時使用之 IUC／制度為「ERP系統」。投入（Inputs）：ERP系統。覆核／執行步驟（Specific activities）：會計分錄應依據取得之合法憑證編列，且相關憑證及會計傳票應經權責人員審核入帳之正確性。相關入帳資訊及憑證應依法留存。。產出（Outputs）：1. 核決權限管理規範
2. 入帳傳票。",[財務報導循環｜會計準則及政策遵循] 記錄之會計分錄應經獨立覆核、驗證其有效性並核准。：會計分錄應依據取得之合法憑證編列，且相關憑證及會計傳票應經權責人員審核入帳之正確性。相關入帳資訊及憑證應依法留存。（頻率：不定期；負責：會計單位；IUC：ERP系統）,CA102-3,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA102-4,非經常性交易需經辨認並指明適當會計處理方式予以計算入帳。,財務報導循環,CA-102,帳務管理作業,會計,會計,會計估計或計提方式缺乏適當性,報導面,[財務報導] 會計估計或計提方式缺乏適當性,,,,所有會計科目,,非經常性交易需經辨認並指明適當會計處理方式予以計算入帳。,非經常性交易應敘明相關估計及假設並檢附相關參考資料據以編製會計備忘錄，經獨立覆核確認會計處理之正確性，始得入帳。,持續,會計單位,"1. 非經常性交易入帳傳票
2. 會計備忘綠",,,,"1. 非經常性交易入帳傳票
2. 會計備忘綠",,,,,,,人工,預防性 (Preventive),,,,"1. 非經常性交易入帳傳票
2. 會計備忘綠",,,"就公司現行財務報導循環作業，為因應「會計」風險——會計估計或計提方式缺乏適當性（風險三大屬性—財務報導：[財務報導] 會計估計或計提方式缺乏適當性；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：所有會計科目／（聲明未填）），設計控制目標為「非經常性交易需經辨認並指明適當會計處理方式予以計算入帳。」。由會計單位以人工方式、採預防性控制取向、屬（類型未填）類型，依持續執行下列控制活動：非經常性交易應敘明相關估計及假設並檢附相關參考資料據以編製會計備忘錄，經獨立覆核確認會計處理之正確性，始得入帳。。控制執行時使用之 IUC／制度為「1. 非經常性交易入帳傳票
2. 會計備忘綠」。投入（Inputs）：1. 非經常性交易入帳傳票
2. 會計備忘綠。覆核／執行步驟（Specific activities）：非經常性交易應敘明相關估計及假設並檢附相關參考資料據以編製會計備忘錄，經獨立覆核確認會計處理之正確性，始得入帳。。產出（Outputs）：1. 非經常性交易入帳傳票
2. 會計備忘綠。","[財務報導循環｜會計] 非經常性交易需經辨認並指明適當會計處理方式予以計算入帳。：非經常性交易應敘明相關估計及假設並檢附相關參考資料據以編製會計備忘錄，經獨立覆核確認會計處理之正確性，始得入帳。（頻率：持續；負責：會計單位；IUC：1. 非經常性交易入帳傳票
2. 會計備忘綠）",CA102-4,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA102-5,受匯率變動影響之會計科目應經正確且適當之記錄。,財務報導循環,CA-102,帳務管理作業,會計,會計,不實的財務資訊,報導面,[財務報導] 不實的財務資訊,,,,所有會計科目,,受匯率變動影響之會計科目應經正確且適當之記錄。,變更匯率主檔應經獨立檢查以驗證其正確性,每日,會計單位,ERP系統,ERP系統,,,匯率主檔異動及獨立檢查之作業紀錄,,,,,,,人工,預防性 (Preventive),,,,匯率主檔異動及獨立檢查之作業紀錄,,,就公司現行財務報導循環作業，為因應「會計」風險——不實的財務資訊（風險三大屬性—財務報導：[財務報導] 不實的財務資訊；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：所有會計科目／（聲明未填）），設計控制目標為「受匯率變動影響之會計科目應經正確且適當之記錄。」。由會計單位以人工方式、採預防性控制取向、屬（類型未填）類型，依每日執行下列控制活動：變更匯率主檔應經獨立檢查以驗證其正確性。控制執行時使用之 IUC／制度為「ERP系統」。投入（Inputs）：ERP系統。覆核／執行步驟（Specific activities）：變更匯率主檔應經獨立檢查以驗證其正確性。產出（Outputs）：匯率主檔異動及獨立檢查之作業紀錄。,[財務報導循環｜會計] 受匯率變動影響之會計科目應經正確且適當之記錄。：變更匯率主檔應經獨立檢查以驗證其正確性（頻率：每日；負責：會計單位；IUC：ERP系統）,CA102-5,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA102-6,所有的會計分錄的金額必須正確、記錄於正確的期間，及正確的財務報表科目中。,財務報導循環,CA-102,帳務管理作業,會計,會計,對會計分錄的控制不足,報導面,[財務報導] 對會計分錄的控制不足,,,,所有會計科目,,所有的會計分錄的金額必須正確、記錄於正確的期間，及正確的財務報表科目中。,總帳系統中應設定分錄過帳自動檢查機制，以確保僅有借貸平衡之分錄方可列帳。,持續,會計單位,ERP系統,ERP系統,,,,,,,,,,自動,預防性 (Preventive),,,,,,,就公司現行財務報導循環作業，為因應「會計」風險——對會計分錄的控制不足（風險三大屬性—財務報導：[財務報導] 對會計分錄的控制不足；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：所有會計科目／（聲明未填）），設計控制目標為「所有的會計分錄的金額必須正確、記錄於正確的期間，及正確的財務報表科目中。」。由會計單位以自動方式、採預防性控制取向、屬（類型未填）類型，依持續執行下列控制活動：總帳系統中應設定分錄過帳自動檢查機制，以確保僅有借貸平衡之分錄方可列帳。。控制執行時使用之 IUC／制度為「ERP系統」。投入（Inputs）：ERP系統。覆核／執行步驟（Specific activities）：總帳系統中應設定分錄過帳自動檢查機制，以確保僅有借貸平衡之分錄方可列帳。。產出（Outputs）：（請補充控制產出／留存軌跡）。,[財務報導循環｜會計] 所有的會計分錄的金額必須正確、記錄於正確的期間，及正確的財務報表科目中。：總帳系統中應設定分錄過帳自動檢查機制，以確保僅有借貸平衡之分錄方可列帳。（頻率：持續；負責：會計單位；IUC：ERP系統）,CA102-6,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA102-7,經適當授權之人員始得存取財務會計資料。,財務報導循環,CA-102,帳務管理作業,架構與監控,架構與監控,不適當的職務授權及監督活動,營運面,,[營運] 不適當的職務授權及監督活動,,,,,經適當授權之人員始得存取財務會計資料。,ERP財務會計模組應依據工作職掌適當授權。,持續,會計單位,ERP系統,ERP系統,,,,,,,,,,自動,預防性 (Preventive),,,,,,,就公司現行財務報導循環作業，為因應「架構與監控」風險——不適當的職務授權及監督活動（風險三大屬性—財務報導：（未填）；營運：[營運] 不適當的職務授權及監督活動；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「經適當授權之人員始得存取財務會計資料。」。由會計單位以自動方式、採預防性控制取向、屬（類型未填）類型，依持續執行下列控制活動：ERP財務會計模組應依據工作職掌適當授權。。控制執行時使用之 IUC／制度為「ERP系統」。投入（Inputs）：ERP系統。覆核／執行步驟（Specific activities）：ERP財務會計模組應依據工作職掌適當授權。。產出（Outputs）：（請補充控制產出／留存軌跡）。,[財務報導循環｜架構與監控] 經適當授權之人員始得存取財務會計資料。：ERP財務會計模組應依據工作職掌適當授權。（頻率：持續；負責：會計單位；IUC：ERP系統）,CA102-7,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA103-1,財務報告程序中各人員所擔任之角色及職掌應清楚定義、記錄、更新，並於適當之會計期間與適當之部門及人員及時溝通。,財務報導循環,CA-103,結帳作業,架構與監控,架構與監控,不適當的職務授權及監督活動,營運面,,[營運] 不適當的職務授權及監督活動,,,,,財務報告程序中各人員所擔任之角色及職掌應清楚定義、記錄、更新，並於適當之會計期間與適當之部門及人員及時溝通。,管理階層應定義、記錄、溝通並定期覆核會計結帳及報告程序中各人員擔任之角色及職掌。,每月,會計單位,結帳檢查表,,,,結帳檢查表,,,,,,,人工,預防性 (Preventive),,,,結帳檢查表,,,就公司現行財務報導循環作業，為因應「架構與監控」風險——不適當的職務授權及監督活動（風險三大屬性—財務報導：（未填）；營運：[營運] 不適當的職務授權及監督活動；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「財務報告程序中各人員所擔任之角色及職掌應清楚定義、記錄、更新，並於適當之會計期間與適當之部門及人員及時溝通。」。由會計單位以人工方式、採預防性控制取向、屬（類型未填）類型，依每月執行下列控制活動：管理階層應定義、記錄、溝通並定期覆核會計結帳及報告程序中各人員擔任之角色及職掌。。控制執行時使用之 IUC／制度為「結帳檢查表」。投入（Inputs）：結帳檢查表。覆核／執行步驟（Specific activities）：管理階層應定義、記錄、溝通並定期覆核會計結帳及報告程序中各人員擔任之角色及職掌。。產出（Outputs）：結帳檢查表。,[財務報導循環｜架構與監控] 財務報告程序中各人員所擔任之角色及職掌應清楚定義、記錄、更新，並於適當之會計期間與適當之部門及人員及時溝通。：管理階層應定義、記錄、溝通並定期覆核會計結帳及報告程序中各人員擔任之角色及職掌。（頻率：每月；負責：會計單位；IUC：結帳檢查表）,CA103-1,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA103-2,所有的會計分錄的金額必須正確、記錄於正確的期間，及正確的財務報表科目中。,財務報導循環,CA-103,結帳作業,會計,會計,防範舞弊的機制與控制不足,報導面,[財務報導] 防範舞弊的機制與控制不足,,,,所有會計科目,,所有的會計分錄的金額必須正確、記錄於正確的期間，及正確的財務報表科目中。,會計系統應設定僅有當期之會計分錄方可過帳；非當期之會計分錄，應提出申請且經核准後，始得入帳。,持續／不定期,會計單位,ERP系統,ERP系統,,,重開帳申請相關文件,,,,,,,自動,預防性 (Preventive),,,,重開帳申請相關文件,,,就公司現行財務報導循環作業，為因應「會計」風險——防範舞弊的機制與控制不足（風險三大屬性—財務報導：[財務報導] 防範舞弊的機制與控制不足；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：所有會計科目／（聲明未填）），設計控制目標為「所有的會計分錄的金額必須正確、記錄於正確的期間，及正確的財務報表科目中。」。由會計單位以自動方式、採預防性控制取向、屬（類型未填）類型，依持續／不定期執行下列控制活動：會計系統應設定僅有當期之會計分錄方可過帳；非當期之會計分錄，應提出申請且經核准後，始得入帳。。控制執行時使用之 IUC／制度為「ERP系統」。投入（Inputs）：ERP系統。覆核／執行步驟（Specific activities）：會計系統應設定僅有當期之會計分錄方可過帳；非當期之會計分錄，應提出申請且經核准後，始得入帳。。產出（Outputs）：重開帳申請相關文件。,[財務報導循環｜會計] 所有的會計分錄的金額必須正確、記錄於正確的期間，及正確的財務報表科目中。：會計系統應設定僅有當期之會計分錄方可過帳；非當期之會計分錄，應提出申請且經核准後，始得入帳。（頻率：持續／不定期；負責：會計單位；IUC：ERP系統）,CA103-2,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA103-3,所有適當的會計分錄均應被記錄，且用以編製財務報表之試算表係由結帳後之總帳科目及金額所產生。,財務報導循環,CA-103,結帳作業,財務與會計,財務與會計,財務報告內容不實,報導面,[財務報導] 財務報告內容不實,,,,所有會計科目,,所有適當的會計分錄均應被記錄，且用以編製財務報表之試算表係由結帳後之總帳科目及金額所產生。,權責人員應定期維護每月月結作業檢核項目，包含應計項目調整、迴轉及合併／沖銷分錄，以確保用以編製財務報表之試算表係最終版本且已包含所有有效之會計分錄。,每月,Refer o CA103-1,Refer o CA103-1,Refer o CA103-1,Refer o CA103-1,Refer o CA103-1,Refer o CA103-1,,,,,,,人工,預防性 (Preventive),,,,Refer o CA103-1,,,就公司現行財務報導循環作業，為因應「財務與會計」風險——財務報告內容不實（風險三大屬性—財務報導：[財務報導] 財務報告內容不實；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：所有會計科目／（聲明未填）），設計控制目標為「所有適當的會計分錄均應被記錄，且用以編製財務報表之試算表係由結帳後之總帳科目及金額所產生。」。由Refer o CA103-1以人工方式、採預防性控制取向、屬（類型未填）類型，依每月執行下列控制活動：權責人員應定期維護每月月結作業檢核項目，包含應計項目調整、迴轉及合併／沖銷分錄，以確保用以編製財務報表之試算表係最終版本且已包含所有有效之會計分錄。。控制執行時使用之 IUC／制度為「Refer o CA103-1」。投入（Inputs）：Refer o CA103-1。覆核／執行步驟（Specific activities）：權責人員應定期維護每月月結作業檢核項目，包含應計項目調整、迴轉及合併／沖銷分錄，以確保用以編製財務報表之試算表係最終版本且已包含所有有效之會計分錄。。產出（Outputs）：Refer o CA103-1。,[財務報導循環｜財務與會計] 所有適當的會計分錄均應被記錄，且用以編製財務報表之試算表係由結帳後之總帳科目及金額所產生。：權責人員應定期維護每月月結作業檢核項目，包含應計項目調整、迴轉及合併／沖銷分錄，以確保用以編製財務報表之試算表係最終版本且已包含所有有效之會計分錄。（頻率：每月；負責：Refer o CA103-1；IUC：Refer o CA103-1）,CA103-3,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA103-4,過渡性科目之金額應定期覆核並調整至適當之會計科目或予以轉銷。異常之項目應予以調查並處理。,財務報導循環,CA-103,結帳作業,會計,會計,不實的財務資訊,報導面,[財務報導] 不實的財務資訊,,,,所有會計科目,,過渡性科目之金額應定期覆核並調整至適當之會計科目或予以轉銷。異常之項目應予以調查並處理。,過渡性科目內容應定期覆核並確認皆已結清。,每月,會計單位,"1. 過渡性科目帳務調整之入帳傳票
2. 結帳檢查表",,,,"1. 過渡性科目帳務調整之入帳傳票
2. 結帳檢查表",,,,,,,人工,偵測性 (Detective),,,,"1. 過渡性科目帳務調整之入帳傳票
2. 結帳檢查表",,,"就公司現行財務報導循環作業，為因應「會計」風險——不實的財務資訊（風險三大屬性—財務報導：[財務報導] 不實的財務資訊；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：所有會計科目／（聲明未填）），設計控制目標為「過渡性科目之金額應定期覆核並調整至適當之會計科目或予以轉銷。異常之項目應予以調查並處理。」。由會計單位以人工方式、採偵測性控制取向、屬（類型未填）類型，依每月執行下列控制活動：過渡性科目內容應定期覆核並確認皆已結清。。控制執行時使用之 IUC／制度為「1. 過渡性科目帳務調整之入帳傳票
2. 結帳檢查表」。投入（Inputs）：1. 過渡性科目帳務調整之入帳傳票
2. 結帳檢查表。覆核／執行步驟（Specific activities）：過渡性科目內容應定期覆核並確認皆已結清。。產出（Outputs）：1. 過渡性科目帳務調整之入帳傳票
2. 結帳檢查表。","[財務報導循環｜會計] 過渡性科目之金額應定期覆核並調整至適當之會計科目或予以轉銷。異常之項目應予以調查並處理。：過渡性科目內容應定期覆核並確認皆已結清。（頻率：每月；負責：會計單位；IUC：1. 過渡性科目帳務調整之入帳傳票
2. 結帳檢查表）",CA103-4,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA103-5,所有資產負債及交易均被報導。,財務報導循環,CA-103,結帳作業,財務與會計,財務與會計,財務報告內容不實,報導面,[財務報導] 財務報告內容不實,,,,所有會計科目,,所有資產負債及交易均被報導。,明細帳的餘額應與總帳數字應一致，任何例外或差異事項均應及時的調查解決，管理階層應及時覆核。,持續,會計單位,ERP系統,ERP系統,,,,,,,,,,自動,偵測性 (Detective),,,,,,,就公司現行財務報導循環作業，為因應「財務與會計」風險——財務報告內容不實（風險三大屬性—財務報導：[財務報導] 財務報告內容不實；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：所有會計科目／（聲明未填）），設計控制目標為「所有資產負債及交易均被報導。」。由會計單位以自動方式、採偵測性控制取向、屬（類型未填）類型，依持續執行下列控制活動：明細帳的餘額應與總帳數字應一致，任何例外或差異事項均應及時的調查解決，管理階層應及時覆核。。控制執行時使用之 IUC／制度為「ERP系統」。投入（Inputs）：ERP系統。覆核／執行步驟（Specific activities）：明細帳的餘額應與總帳數字應一致，任何例外或差異事項均應及時的調查解決，管理階層應及時覆核。。產出（Outputs）：（請補充控制產出／留存軌跡）。,[財務報導循環｜財務與會計] 所有資產負債及交易均被報導。：明細帳的餘額應與總帳數字應一致，任何例外或差異事項均應及時的調查解決，管理階層應及時覆核。（頻率：持續；負責：會計單位；IUC：ERP系統）,CA103-5,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA103-6,結帳後，試算表或財務報表中異常項目應予以辨認及分析，進行調查且及時調整於適當會計期間。,財務報導循環,CA-103,結帳作業,財務與會計,財務與會計,財務報告內容不實,報導面,[財務報導] 財務報告內容不實,,,,所有會計科目,,結帳後，試算表或財務報表中異常項目應予以辨認及分析，進行調查且及時調整於適當會計期間。,總帳科目之分析應獨立覆核，在分析的過程中發現之異常項目及例外情形應予以記錄並追蹤處理。,每月,會計單位,"1. 月結管理相關報表
2. 帳務之重大差異分析資料與覆核紀錄",,,,"1. 月結管理相關報表
2. 帳務之重大差異分析資料與覆核紀錄",,,,,,,人工,偵測性 (Detective),,,,"1. 月結管理相關報表
2. 帳務之重大差異分析資料與覆核紀錄",,,"就公司現行財務報導循環作業，為因應「財務與會計」風險——財務報告內容不實（風險三大屬性—財務報導：[財務報導] 財務報告內容不實；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：所有會計科目／（聲明未填）），設計控制目標為「結帳後，試算表或財務報表中異常項目應予以辨認及分析，進行調查且及時調整於適當會計期間。」。由會計單位以人工方式、採偵測性控制取向、屬（類型未填）類型，依每月執行下列控制活動：總帳科目之分析應獨立覆核，在分析的過程中發現之異常項目及例外情形應予以記錄並追蹤處理。。控制執行時使用之 IUC／制度為「1. 月結管理相關報表
2. 帳務之重大差異分析資料與覆核紀錄」。投入（Inputs）：1. 月結管理相關報表
2. 帳務之重大差異分析資料與覆核紀錄。覆核／執行步驟（Specific activities）：總帳科目之分析應獨立覆核，在分析的過程中發現之異常項目及例外情形應予以記錄並追蹤處理。。產出（Outputs）：1. 月結管理相關報表
2. 帳務之重大差異分析資料與覆核紀錄。","[財務報導循環｜財務與會計] 結帳後，試算表或財務報表中異常項目應予以辨認及分析，進行調查且及時調整於適當會計期間。：總帳科目之分析應獨立覆核，在分析的過程中發現之異常項目及例外情形應予以記錄並追蹤處理。（頻率：每月；負責：會計單位；IUC：1. 月結管理相關報表
2. 帳務之重大差異分析資料與覆核紀錄）",CA103-6,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA103-7,我國採用之會計準則與US GAAP間之差異應經正確、完整、有效且及時辨別。,財務報導循環,CA-103,結帳作業,會計準則及政策遵循,會計準則及政策遵循,對國際財務報導準則未能妥善規劃與導入,報導面,[財務報導] 對國際財務報導準則未能妥善規劃與導入,,,,所有會計科目,,我國採用之會計準則與US GAAP間之差異應經正確、完整、有效且及時辨別。,應由專人負責維護T-IFRSs與 Pure-IFRSs 間之差異清單，內容應記載調節項之差異原因及所需之資訊，作為調節時之依據，並經權責主管複核。(母公司適用),,,,,,,,,,,,,,人工,預防性 (Preventive),,,,,,,就公司現行財務報導循環作業，為因應「會計準則及政策遵循」風險——對國際財務報導準則未能妥善規劃與導入（風險三大屬性—財務報導：[財務報導] 對國際財務報導準則未能妥善規劃與導入；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：所有會計科目／（聲明未填）），設計控制目標為「我國採用之會計準則與US GAAP間之差異應經正確、完整、有效且及時辨別。」。由（負責單位未填）以人工方式、採預防性控制取向、屬（類型未填）類型，依（頻率未填）執行下列控制活動：應由專人負責維護T-IFRSs與 Pure-IFRSs 間之差異清單，內容應記載調節項之差異原因及所需之資訊，作為調節時之依據，並經權責主管複核。(母公司適用)。控制執行時使用之 IUC／制度為「（未指定 IUC／制度）」。投入（Inputs）：（請補充投入資訊）。覆核／執行步驟（Specific activities）：應由專人負責維護T-IFRSs與 Pure-IFRSs 間之差異清單，內容應記載調節項之差異原因及所需之資訊，作為調節時之依據，並經權責主管複核。(母公司適用)。產出（Outputs）：（請補充控制產出／留存軌跡）。,[財務報導循環｜會計準則及政策遵循] 我國採用之會計準則與US GAAP間之差異應經正確、完整、有效且及時辨別。：應由專人負責維護T-IFRSs與 Pure-IFRSs 間之差異清單，內容應記載調節項之差異原因及所需之資訊，作為調節時之依據，並經權責主管複核。(母公司適用)（頻率：—；負責：—；IUC：—）,CA103-7,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA103-8,我國採用之會計準則與US GAAP間之差異應經正確、完整、有效且及時辨別。,財務報導循環,CA-103,結帳作業,財務資訊的可用性,財務資訊的可用性,缺乏可用的財務資訊以制定決策,報導面,[財務報導] 缺乏可用的財務資訊以制定決策,,,,所有會計科目,,我國採用之會計準則與US GAAP間之差異應經正確、完整、有效且及時辨別。,"IFRS財務報表中之調節表應有對應之工作底稿或明細表，以確保調節表之正確性。(母公司適用)
IFRS各調節項應編製工作底稿或明細表，並可與回報母公司之 Package 數字互相勾稽。(子公司適用)",,,,,,,,,,,,,,人工,預防性 (Preventive),,,,,,,"就公司現行財務報導循環作業，為因應「財務資訊的可用性」風險——缺乏可用的財務資訊以制定決策（風險三大屬性—財務報導：[財務報導] 缺乏可用的財務資訊以制定決策；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：所有會計科目／（聲明未填）），設計控制目標為「我國採用之會計準則與US GAAP間之差異應經正確、完整、有效且及時辨別。」。由（負責單位未填）以人工方式、採預防性控制取向、屬（類型未填）類型，依（頻率未填）執行下列控制活動：IFRS財務報表中之調節表應有對應之工作底稿或明細表，以確保調節表之正確性。(母公司適用)
IFRS各調節項應編製工作底稿或明細表，並可與回報母公司之 Package 數字互相勾稽。(子公司適用)。控制執行時使用之 IUC／制度為「（未指定 IUC／制度）」。投入（Inputs）：（請補充投入資訊）。覆核／執行步驟（Specific activities）：IFRS財務報表中之調節表應有對應之工作底稿或明細表，以確保調節表之正確性。(母公司適用)
IFRS各調節項應編製工作底稿或明細表，並可與回報母公司之 Package 數字互相勾稽。(子公司適用)。產出（Outputs）：（請補充控制產出／留存軌跡）。","[財務報導循環｜財務資訊的可用性] 我國採用之會計準則與US GAAP間之差異應經正確、完整、有效且及時辨別。：IFRS財務報表中之調節表應有對應之工作底稿或明細表，以確保調節表之正確性。(母公司適用)
IFRS各調節項應編製工作底稿或明細表，並可與回報母公司之 Package 數字互相勾稽。(子公司適用)（頻率：—；負責：—；IUC：—）",CA103-8,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
PL-CA104-1,各期間之試算表會計科目皆完整、正確且一致地分類至財務報表中。,財務報導循環,CA-104,財務報告編製作業,財務與會計,財務與會計,不適當的財務控管,報導面,[財務報導] 不適當的財務控管,,,,所有會計科目,,各期間之試算表會計科目皆完整、正確且一致地分類至財務報表中。,所有入帳之會計項目皆已正確分類及彙總至財務報表。,持續,會計單位,ERP系統,ERP系統,,,,,,,,,,自動,預防性 (Preventive),,,,,,,就公司現行財務報導循環作業，為因應「財務與會計」風險——不適當的財務控管（風險三大屬性—財務報導：[財務報導] 不適當的財務控管；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：所有會計科目／（聲明未填）），設計控制目標為「各期間之試算表會計科目皆完整、正確且一致地分類至財務報表中。」。由會計單位以自動方式、採預防性控制取向、屬（類型未填）類型，依持續執行下列控制活動：所有入帳之會計項目皆已正確分類及彙總至財務報表。。控制執行時使用之 IUC／制度為「ERP系統」。投入（Inputs）：ERP系統。覆核／執行步驟（Specific activities）：所有入帳之會計項目皆已正確分類及彙總至財務報表。。產出（Outputs）：（請補充控制產出／留存軌跡）。,[財務報導循環｜財務與會計] 各期間之試算表會計科目皆完整、正確且一致地分類至財務報表中。：所有入帳之會計項目皆已正確分類及彙總至財務報表。（頻率：持續；負責：會計單位；IUC：ERP系統）,CA104-1,RCM;財務報導循環;累積範本;去識別範本,2026-08-26 16:28:16
